ID,ParroquiaShapeName,SectorShapeName,Sector,
225,XIMENA,XIMENA,Coop. Justicia y Libertad-Guasmo central,
224,TARQUI,MAPASINGUE,Coop. Justicia Social,
223,XIMENA,XIMENA,Coop. Julio Potes-Guasmo sur,
222,XIMENA,XIMENA,Coop. Juan X. Marcos-Guasmo Norte,
221,XIMENA,XIMENA,Coop. Juan Péndola,
220,FEBRES CORDERO,FEBRES CORDERO,Coop. Jaime Toral-Isla Trinitaria,
219,XIMENA,GUASMO OESTE,Coop. Jaime Roldos-Guasmo Oeste,
218,XIMENA,GUASMO OESTE,Coop. Jaime Roldós -Malvinas,
217,XIMENA,GUASMO OESTE,Coop. Jaime Nebot-Fertisa,
216,XIMENA,GUASMO NORTE,Coop. Jaime Galarza-Guasmo Central,
215,XIMENA,LUZ DEL GUAYAS,Coop. Jacobo Bucaram,
214,XIMENA,LUZ DEL GUAYAS,Coop. Jacobito Bucarám-Guasmo Sur,
213,XIMENA,GUASMO NORTE,Coop. Islas Galápagos-Guasmo Norte,
2134,XIMENA,GUASMO NORTE,guayas river,
2133,XIMENA,GUASMO NORTE,Isla Galapagos,
212,FEBRES CORDERO,ISLA TRINITARIA,Coop. Isla del Valle-Isla Trinitaria,
211,XIMENA,GUASMO SUR,Coop. Independiente-Guasmo Norte,
210,FEBRES CORDERO,ISLA TRINITARIA,Coop. Independencia II-Isla Trinitaria,
209,XIMENA,GUASMO NORTE,Coop. Hogar de los Pobres,
208,XIMENA,GUASMO OESTE,Coop. Guevara Moreno I y II-Fertisa,
207,XIMENA,GUASMO SUR,Coop. Guayas y Quil II-Guasmo Sur,
206,XIMENA,GUASMO SUR,Coop. Guasmo Sur,
205,XIMENA,GUASMO NORTE,Coop. Guasmo Norte,
204,XIMENA,SANDINO,Coop. Guasmo libre,
203,FEBRES CORDERO,ISLA TRINITARIA,Coop. Gran Chaparral-Isla Trinitaria,
202,XIMENA,PARROQUIA GARCIA MORENO,Coop. García Moreno,
201,XIMENA,FLORESTA,Coop. Fundación de Guayaquil-Guasmo central,
200,XIMENA,SANDINO,Coop. Francisca Guillen,
197,XIMENA,LAS TEJAS,Coop. Flor del Guasmo,
196,TARQUI,MAPASINGUE,Coop. Eugenio Espejo,
195,XIMENA,FRAGATA,Coop. Esteros Populares-Coorp. La Fragata,
194,XIMENA,LOS ESTEROS,Coop. Esteros Populares-Coop. Los Lirios,
193,XIMENA,LOS ESTEROS,Coop. Esteros Populares-Coop. Jacobo Bucaran,
192,XIMENA,LUZ DEL GUAYAS,Coop. Esmeraldas Vieja,
191,FEBRES CORDERO,ISLA TRINITARIA,Coop. Esmeraldas Libre-Isla trinitaria,
190,XIMENA,ISLA TRINITARIA,Coop. Esmeraldas Chiquita-Isla Trinitaria,
189,FEBRES CORDERO,ISLA TRINITARIA,Coop. Enrique Gordillo-Isla Trinitaria,
188,XIMENA,PUERTO MARITIMO,Coop. Eloy Alfaro-Guasmo sur,
187,XIMENA,PUERTO MARITIMO,Coop. Eloy Alfaro - Acacias III,
186,DURAN,LAGO CAPEIRA,Coop. El Pantanal,
185,FEBRES CORDERO,ISLA TRINITARIA,Coop. El Edén -Isla Trinitaria,
184,FEBRES CORDERO,ISLA TRINITARIA,Coop. El Diamante-Isla Trinitaria,
183,XIMENA,GUASMO SUR,Coop. El Condor-Guasmo Sur,
182,XIMENA,SANDINO,Coop. Disston Preciado-Guasmo sur,
181,XIMENA,GUASMO NORTE,Coop. Dios para todos-Guasmo Norte,
180,XIMENA,LUZ DEL GUAYAS,Coop. Dignidad Popular-Malvinas,
179,FEBRES CORDERO,ISLA TRINITARIA,Coop. Diamante-Isla Trinitaria,
178,FEBRES CORDERO,ISLA TRINITARIA,Coop. Desarrollo Comunal II,
177,FEBRES CORDERO,ISLA TRINITARIA,Coop. Desarrollo Comunal,
176,XIMENA,SANDINO,Coop. Derecho de los Pobres-Guasmo Sur,
175,XIMENA,SANDINO,Coop. de Vivienda de la Armada,
174,XIMENA,XIMENA,Coop. Cristina Ponguillo-Guasmo Oeste,
173,XIMENA,GUASMO SUR,Coop. Cristal-Guasmo Sur,
172,FEBRES CORDERO,ISLA TRINITARIA,Coop. Costa Marfil-Isla Trinitaria,
171,XIMENA,SANDINO,Coop. Cooperativa Pueblo Unido-Guasmo central,
168,XIMENA,LUZ DEL GUAYAS,Coop. Comandante Duro,
167,XIMENA,GUASMO OESTE,Coop. Ciudad de Venecia,
166,FEBRES CORDERO,ISLA TRINITARIA,Coop. Che Guevara-Isla Trinitaria,
165,XIMENA,SANDINO,Coop. Cesar A. Sandino-Guasmo Sur,
164,XIMENA,GUASMO NORTE,Coop. Centinela del Guasmo-Guasmo central,
163,XIMENA,LA UNION,Coop. Causa Proletaria-Guasmo Sur,
162,XIMENA,RIVERAS DEL GUAYAS,Coop. Casitas del Guasmo-Guasmo Norte,
161,XIMENA,RIVERAS DEL GUAYAS,Coop. Casitas del Guasmo (Empresa Vopak),
160,XIMENA,GUASMO NORTE,Coop. Carlos Zevallos-Guasmo Norte,
159,XIMENA,LA UNION,Coop. Carlos Castro I-Guasmo Central,
158,FEBRES CORDERO,ISLA TRINITARIA,Coop. Camino al Sol-Isla trinitaria,
157,XIMENA,RIVERAS DEL GUAYAS,Coop. Brisas del Salado-Guasmo sur,
156,XIMENA,RIVERAS DEL GUAYAS,Coop. Brisas del Guayas-Guasmo sur,
155,XIMENA,RIVERAS DEL GUAYAS,Coop. Brisas del Estero,
154,XIMENA,GUASMO SUR,Coop. Batalla de Tarqui-Guasmo Sur,
153,FEBRES CORDERO,ISLA TRINITARIA,Coop. Barrio Nigeria-Isla Trinitaria,
152,XIMENA,GUASMO SUR,Coop. Barrio Chino-Guasmo Sur,
151,XIMENA,LA UNION,Coop. Bananeros Bloque A,
150,XIMENA,GUASMO NORTE,Coop. Atahualpa-Guasmo Norte,
149,LETAMENDI,PARROQUIA LETAMENDI,Coop. Assad Bucaram II - Acacias,
148,LETAMENDI,PARROQUIA LETAMENDI,Coop. Assad Bucaram I - Acacias,
147,FEBRES CORDERO,ISLA TRINITARIA,Coop. Antonio Neumane-Isla trinitaria,
146,FEBRES CORDERO,ISLA TRINITARIA,Coop. Antartida-Isla Trinitaria,
145,FEBRES CORDERO,ISLA TRINITARIA,Coop. Ángel Duarte-Isla Trinitaria,
144,FEBRES CORDERO,ISLA TRINITARIA,Coop. Andres Quiñonez II-Isla Trinitaria,
143,FEBRES CORDERO,ISLA TRINITARIA,Coop. Andres Quiñones I-Isla Trinitaria,
142,FEBRES CORDERO,ISLA TRINITARIA,Coop. Américo Vespucio I-Isla Trinitaria,
141,XIMENA,GUASMO SUR,Coop. Amazonas-Guasmo Sur,
140,XIMENA,LUZ DEL GUAYAS,Coop. Alameda-Malvinas,
139,XIMENA,GUASMO OESTE,Coop. Ahora le toca al Pueblo,
138,XIMENA,SANDINO,Coop. Abdalá de los Pobres,
137,XIMENA,SANDINO,Coop. Abdalá Bucaram,
136,XIMENA,GUASMO OESTE,Coop. 9 de Julio-Fertisa,
135,XIMENA,FLORESTA,Coop. 9 de Agosto-Guasmo central,
134,XIMENA,SANDINO,Coop. 9 de Abril,
132,XIMENA,RIVERAS DEL GUAYAS,Coop. 8 de Marzo,
131,XIMENA,LA UNION,Coop. 8 de Agosto,
130,XIMENA,FLORESTA,Coop. 7 Septiembre-Guasmo central,
129,XIMENA,7 LAGOS,Coop. 7 Laguitos-Guasmo Central,
128,XIMENA,7 LAGOS,Coop. 7 Lagos-Guasmo Central,
127,FEBRES CORDERO,ISLA TRINITARIA,Coop. 7 de Octubre,
126,FEBRES CORDERO,ISLA TRINITARIA,Coop. 6 de Noviembre-Isla Trinitaria,
124,XIMENA,GUASMO NORTE,Coop. 5 de Agosto-Guasmo Norte,
123,FEBRES CORDERO,ISLA TRINITARIA,Coop. 4 de Septiembre-Isla Trinitaria,
122,TARQUI,JUAN MONTALVO,Coop. 4 de Marzo,
121,XIMENA,LAS TEJAS,Coop. 3 de Noviembre,
120,FEBRES CORDERO,ISLA TRINITARIA,Coop. 3 de Mayo-Isla Trinitaria,
119,FEBRES CORDERO,ISLA TRINITARIA,Coop. 29 de Abril,
118,TARQUI,SAN EDUARDO,Coop. 28 de Mayo,
117,PASCUALES,PASCUALES,Coop. 28 de Agosto,
116,XIMENA,FLORESTA,Coop. 27 de Junio,
115,FEBRES CORDERO,ISLA TRINITARIA,Coop. 25 de Julio-Isla Trinitaria,
114,XIMENA,GUASMO NORTE,Coop. 25 de Enero-Guasmo Norte,
113,XIMENA,LUZ DEL GUAYAS,Coop. 24 de Mayo-Las Malvinas,
112,FEBRES CORDERO,ESTERO SALADO,Coop. 24 de Mayo-Guasmo Norte,
111,FEBRES CORDERO,ISLA TRINITARIA,Coop. 22 de Abril-Isla Trinitaria,
110,XIMENA,GUASMO NORTE,Coop. 21 de Enero-Guasmo Norte,
108,XIMENA,GUASMO SUR,Coop. 18 de Octubre-Guasmo Sur,
107,XIMENA,XIMENA,Coop. 18 de Agosto-Guasmo Sur,
105,XIMENA,SANDINO,Coop. 15 de Septiembre-Guasmo central,
103,XIMENA,TULIPANES,Coop. 13 de Febrero,
101,FEBRES CORDERO,ISLA TRINITARIA,Coop. 12 de Mayo-Isla Trinitaria,
100,FEBRES CORDERO,ISLA TRINITARIA,Coop. 12 de Mayo II-Isla Trinitaria,
99,FEBRES CORDERO,ISLA TRINITARIA,Coop. 11 de Septiembre-Isla Trinitaria,
98,XIMENA,GUASMO SUR,Coop. 10 de Agosto-Guasmo Norte,
95,XIMENA,GUASMO NORTE,Coop. 1 de Agosto-Guasmo Central,
94,XIMENA,SANDINO,Coop.  Estela Maris-Guasmo Sur,
93,XIMENA,SANDINO,Coop Rosa Aguilera-Guasmo Sur,
92,XIMENA,GUASMO NORTE,Coop Proletarios con tierra-Guasmo Sur,
91,FEBRES CORDERO,ISLA TRINITARIA,Coop Los Angeles II-Isla Trinitaria,
90,XIMENA,LUZ DEL GUAYAS,Coop Guayaquil Independiente,
89,XIMENA,GUASMO OESTE,Coop Fertisa-Guasmo Sur,
88,FEBRES CORDERO,ISLA TRINITARIA,Coop El Paraíso-Isla Trinitaria,
87,XIMENA,GUASMO NORTE,Coop centro Civico-Guasmo Norte,
86,XIMENA,LA UNION,Coop Carlos Castro II-Guasmo Central,
85,XIMENA,PUERTO MARITIMO,Coop Autoridad Portuaria,
84,FEBRES CORDERO,ISLA TRINITARIA,Coop Américo Vespucio II-Isla Trinitaria,
82,XIMENA,GUASMO SUR,Coop 26 de Abril-Guasmo Sur,
80,XIMENA,GUASMO OESTE,Condm. Los Jardines,
79,XIMENA,LOS ESTEROS,Ciudadela del IESS,
78,XIMENA,URBANIZACION LA SAIBA,Cdla. Villamil,
77,XIMENA,LAS VALDIVIAS,Cdla. Valdivia,
75,XIMENA,PRADERA 2,Cdla. Pradera III,
74,XIMENA,PRADERA 2,Cdla. Pradera II,
73,XIMENA,PRADERA 1,Cdla. Pradera I,
72,XIMENA,LOS ESTEROS,Cdla. Naval Sur 25 de Julio,
71,XIMENA,LUZ DEL GUAYAS,Cdla. Morán Valverde,
70,XIMENA,XIMENA,Cdla. Luis Morejón,
69,XIMENA,TULIPANES,Cdla. Los Tulipanes,
68,XIMENA,LOS ESTEROS,Cdla. Los Esteros II,
67,XIMENA,LOS ESTEROS,Cdla. Los Esteros I,
66,GARCIA MORENO,PARROQUIA GARCIA MORENO,Cdla. Los delfines,
65,XIMENA,URBANIZACION LA SAIBA,Cdla. Los Almendros,
64,DURAN,LAS VALDIVIAS,Cdla. Las Terrazas,
63,XIMENA,LAS TEJAS,Cdla. Las Tejas,
62,XIMENA,XIMENA,Cdla. Las Acacias,
61,TARQUI,FAE,Cdla. La Ronda,
60,LETAMENDI,PARROQUIA LETAMENDI,Cdla. La Chala,
59,XIMENA,LOS ESTEROS,Cdla. Jambelí,
58,TARQUI,HUANCAVILCA,Cdla. Huancavilca,
57,XIMENA,CIUDADELA 9 DE OCTUBRE,Cdla. Guayasur,
56,XIMENA,XIMENA,Cdla. Guangala,
55,XIMENA,FRAGATA,Cdla. Fragata,
54,XIMENA,FLORESTA 2,Cdla. Floresta III-Guasmo Central,
53,XIMENA,FLORESTA 2,Cdla. Floresta II-Coop. Piso y Techo,
52,XIMENA,FLORESTA 2,Cdla. Floresta II-Coop. Nueva idela,
51,XIMENA,FLORESTA 2,Cdla. Floresta II-Coop. Los Vergeles,
50,XIMENA,FLORESTA 2,Cdla. Floresta II-Coop. Divino niño,
49,XIMENA,FLORESTA,Cdla. Floresta I-Coop Los Laureles,
48,XIMENA,LUZ DEL GUAYAS,Cdla. del Periodista,
47,XIMENA,LUZ DEL GUAYAS,Cdla. Coviem,
46,XIMENA,FLORESTA,Cdla. Amazonas II,
45,XIMENA,FLORESTA,Cdla. Amazonas I,
44,XIMENA ,CIUDADELA 9 DE OCTUBRE,Cdla. 9 de Octubre,
43,XIMENA,PRADERA 2,Cdla Los Cipreses,
42,XIMENA,LOS ESTEROS,Cdla Jambeli,
41,XIMENA,LUZ DEL GUAYAS,Cdla del Maestro,
40,XIMENA,CUBA,Cdla Caraguay,
39,TARQUI,CEIBOS,Cdal. Los Olivos,
38,XIMENA,URBANIZACION LA SAIBA,Cdal. La Saiba,
36,XIMENA,LAS AMERICAS,Barrio de las Americas - del Seguro,
35,XIMENA,CUBA,Barrio Cuba,
34,XIMENA,CENTENARIO,Barrio Centenario,
33,TARQUI,LAS PEÑAS,Viviendas del Cerro Santa Ana,
32,TARQUI,CERRO DEL CARMEN,Viviendas del Cerro del Carmen,
31,XIMENA,XIMENA,Ximena,
30,URDANETA,PARROQUIA URDANETA,Urdaneta,
29,TARQUI,TARQUI,Tarqui,
28,SUCRE,PARROQUIA SUCRE,Sucre,
27,ROCAFUERTE,ROCAFUERTE,Rocafuerte,
26,FEBRES CORDERO,PUERTO LISA,Puerto Lisa,
25,OLMEDO,PARROQUIA OLMEDO,Olmedo,
24,LETAMENDI,PARROQUIA LETAMENDI,Letamendi,
23,XIMENA,PARROQUIA GARCIA MORENO,García Moreno,
22,FEBRES CORDERO,FEBRES CORDERO,Febres Cordero,
20,GARCIA MORENO,PARROQUIA GARCIA MORENO,Cristo del Consuelo,
19,XIMENA,XIMENA,Coop. Samuel Gómez,
18,GARCIA MORENO,PARROQUIA GARCIA MORENO,Coop. Rumiñahui,
17,GARCIA MORENO,PARROQUIA GARCIA MORENO,Coop. Progresista,
16,FEBRES CORDERO,ISLA TRINITARIA,Ciudad Nueva,
15,TARQUI,PARROQUIA NUEVE DE OCTUBRE,Cdla. Bolivariana,
14,BOLIVAR,PARROQUIA BOLIVAR,Bolívar,
11,TARQUI,KENNEDY NUEVA,Barrio Q. Josefa,
10,TARQUI,TARQUI,Barrio Orellana,
9,TARQUI,LAS PEÑAS,Barrio Las Peñas,
7,TARQUI,PASCUALES,Barrio La Sabana,
6,TARQUI,TARQUI,Barrio la Concordia,
5,GARCIA MORENO,PARROQUIA GARCIA MORENO,Barrio Jockey,
4,URDANETA,PARROQUIA URDANETA,Barrio Garay (Calle 9 de Octubre lado oeste),
3,AYACUCHO,PARROQUIA AYACUCHO,Barrio del Astillero,
2,FEBRES CORDERO,ISLA TRINITARIA,Barrio Ciudad Nueva,
1,AYACUCHO,PARROQUIA AYACUCHO,Ayacucho,
7777,XIMENA,ESTERO SALADO,rey alegria,
