ID,ParroquiaShapeName,SectorShapeName,Sector,
9999,OLMEDO,PARROQUIA OLMEDO,Chile,
1173,FEBRES CORDERO,BATALLON DEL SUBURBIO,24 de agosto,
1168,TARQUI,BASTION POPULAR,BLOQUE 1B,
1167,TARQUI,BASTION POPULAR,BLOQUE 1A,
1166,TARQUI,BASTION POPULAR,CERRO COLORADO,
1165,TARQUI,MONTEBELLO,Montebello,
1164,TARQUI,CIUDADELA EL CARACOL,Ciudadela Caracol,
1163,TARQUI,COLINAS DEL SOL,Colinas del Sol,
1161,TARQUI,BASTION POPULAR,BLOQUE 10C,
1158,TARQUI,BASTION POPULAR,BLOQUE  7A,
1157,TARQUI,PASCUALES,BARRIO LAS VEGAS,
1156,TARQUI,PASCUALES,PIE DE LUCHA,
1155,TARQUI,PASCUALES,UNION BELEN,
1154,TARQUI,PASCUALES,VILCABAMBA,
1153,TARQUI,PASCUALES,PASCUALES,
1152,TARQUI,MUCHO LOTE,MUCHO LOTE,
1151,TARQUI,MUCHO LOTE,PROGRAMA PLAN MUCHO LOTE ETAPA IV,
1150,TARQUI,MUCHO LOTE,PROGRAMA PLAN MUCHO LOTE ETAPA VI,
1149,TARQUI,ORQUIDEAS,JARDIN BOTANICO,
1148,TARQUI,ORQUIDEAS OESTE,ORQUIDEAS OESTE,
1147,TARQUI,ORQUIDEAS,ORQUIDEAS  III  ETAPA,
1146,TARQUI,ORQUIDEAS,ORQUIDEAS II   PRIMERA   ETAPA,
1145,TARQUI,VERGELES,URB. LOS  GERANIOS,
1144,TARQUI,VERGELES,CDLA.VALLE DE LOS GERANIOS,
1143,TARQUI,VERGELES,LOS VERGELES,
1142,TARQUI,HUANCAVILCA,CIUDAD DEL NORTE,
1141,TARQUI,HUANCAVILCA,CDLA.ESTRELLA  DEL MAR,
1140,TARQUI,PROSPERINA,Los Comanos,
1139,TARQUI,PROSPERINA,Precooperativa María Eugenia Córdovez,
1138,TARQUI,MAPASINGUE,Cooperativa El Prado,
1137,TARQUI,PROSPERINA,Precooperativa Gallegos Lara,
1136,TARQUI,PROSPERINA,Anexo Santa Cecilia,
1135,TARQUI,LA FLORIDA,Bello Horizonte,
1134,TARQUI,LA FLORIDA,Precooperativa Patria Nueva,
1133,TARQUI,LA FLORIDA,Isaías,
1132,TARQUI,INDUSTRIAL INMACONSA,Colinas del Sol,
1131,TARQUI,LA FLORIDA,Urbanización La Florida,
1130,TARQUI,LA FLORIDA,Hogar de Nazareth,
1129,TARQUI,LA FLORIDA,Precooperativa Colinas de la Florida,
1128,TARQUI,LA FLORIDA,Precooperativa Unidad Nacional,
1127,TARQUI,LA FLORIDA,Precooperativa Simón Bolívar,
1126,TARQUI,INDUSTRIAL INMACONSA,Urbanización Industrial Inmaconsa,
1125,TARQUI,LOTIZACION EXPOGRAMOS,Lotización Expogramos,
1124,TARQUI,PARQUE INDUSTRIAL EL SAUCE,Parque Industrial El Sauce,
1123,TARQUI,MAPASINGUE,Urbaización BEV,
1122,TARQUI,MAPASINGUE,Mapasingue Oeste,
1121,TARQUI,MAPASINGUE,Colinas del Valle,
1120,TARQUI,PROSPERINA,Cooperativa 9 de Enero,
1119,TARQUI,PROSPERINA,Urbanización 12 de Octubre,
1118,TARQUI,PROSPERINA,Cooperativa 29 de Abril,
1117,TARQUI,PROSPERINA,14 de agosto,
1116,TARQUI,PROSPERINA,Los Ángeles,
1115,TARQUI,PROSPERINA,Prosperina,
1114,TARQUI,PROSPERINA,Precooperativa 31 de Agosto,
1113,TARQUI,PROSPERINA,Santa Eufrasia,
1112,TARQUI,SAN FELIPE,Urbanización Saint Gallen,
1111,TARQUI,MAPASINGUE,Mirador de Mapasingue,
1110,TARQUI,MAPASINGUE,1 de mayo,
1109,TARQUI,MAPASINGUE,Santa Adriana,
1108,TARQUI,SANTA BEATRIZ,Santa Beatriz,
1107,TARQUI,SAN FELIPE,Urbanización Mirador del Norte,
1106,TARQUI,SAN FELIPE,Urbanización San Felipe,
1105,TARQUI,SAN FELIPE,Lomas de Prosperina,
1104,TARQUI,MAPASINGUE,Precooperativa Hijos del Suelo,
1103,TARQUI,MAPASINGUE,Martha Bucaram de Roldós,
1102,TARQUI,MAPASINGUE,Buenos Aires,
1101,TARQUI,MAPASINGUE,28 de febrero,
1100,TARQUI,MAPASINGUE,Cumbres de Mapasingue,
1099,TARQUI,MAPASINGUE,Justicia Social y Libertad,
1098,TARQUI,EL CONDOR,El Cóndor,
1097,TARQUI,MAPASINGUE,Corazón La Patria,
1096,TARQUI,MAPASINGUE,El Prado,
1095,TARQUI,MAPASINGUE,24 de octubre,
1094,TARQUI,MAPASINGUE,Mapasingue,
1093,TARQUI,MAPASINGUE,General Quisquis,
1092,TARQUI,QUINTO GUAYAS,Quinto Guayas,
1091,TARQUI,JUAN MONTALVO,Adesdac,
1090,TARQUI,PASCUALES,Precooperativa La Concordia,
1089,TARQUI,JUAN MONTALVO,8 de mayo,
1088,TARQUI,JUAN MONTALVO,Lotes Alegría con Servicio,
1087,TARQUI,JUAN MONTALVO,Precooperativa Estrella de Belén,
1086,TARQUI,JUAN MONTALVO,Pueblo y su Reino,
1085,TARQUI,JUAN MONTALVO,Cooperativa Montalvo,
1084,TARQUI,JUAN MONTALVO,4 de marzo,
1083,TARQUI,JUAN MONTALVO,Ficoa de Montalvo,
1082,TARQUI,JUAN MONTALVO,La Tierra es Nuestra,
1081,TARQUI,JUAN MONTALVO,Cooperativa El Ceibol,
1080,TARQUI,JUAN MONTALVO,Precooperativa 3 de Diciembre,
1079,TARQUI,JUAN MONTALVO,Cooperativa Pájaro Azul,
1078,TARQUI,EL CONDOR,El Cóndor,
1077,TARQUI,EL CONDOR,Los Shyris,
1076,TARQUI,EL CONDOR,Urbanización Alcance,
1075,TARQUI,ROSALES,Rosales 2,
1074,TARQUI,ROSALES,Cooperativa Unión Cívica,
1073,TARQUI,ROSALES,Bosques del Samán,
1072,TARQUI,SAMANES,Samanes 7,
1071,TARQUI,SAN EDUARDO,Urbanización Villa Nova,
1070,TARQUI,SAN EDUARDO,Urbanización Los Girasoles,
1069,TARQUI,SAN EDUARDO,Urbanización Jardines del Salado,
1068,TARQUI,SAN EDUARDO,Barrio San Eduardo,
1067,TARQUI,BELLAVISTA,Barrio San Pedro,
1066,TARQUI,BELLAVISTA,Sol Naciente,
1065,TARQUI,BELLAVISTA,San Pedro Lomas,
1064,TARQUI,BELLAVISTA,Vista Alegre,
1063,TARQUI,BELLAVISTA,Ciudadela Bellavista,
1062,TARQUI,BELLAVISTA,Bellavista,
1061,TARQUI,BELLAVISTA,Ciudadela El Paraíso,
1060,TARQUI,SAN EDUARDO,Cerro San Eduardo,
1059,TARQUI,SAN EDUARDO,Semanario Guayaquil,
1058,TARQUI,SAN EDUARDO,Urbanización Los Senderos,
1057,TARQUI,SAN EDUARDO,Ciudadela Cimas,
1056,TARQUI,PARAISO DE LA FLOR,Flor de Bastión,
1055,TARQUI,FLOR DE BASTION,Parque Metropolitano,
1054,TARQUI,FLOR DE BASTION,Galatza,
1053,TARQUI,PROGRAMA DE VIVIENDA MUNICIPIO CLUB ROTARIO,Programa de Vivienda Municipio Club Rotario,
1052,TARQUI,PARAISO DE LA FLOR,Urbanización Cumbres del Sol,
1051,TARQUI,PARAISO DE LA FLOR,Paraíso de la Flor,
1050,TARQUI,EL FORTIN,El Fortín,
1049,TARQUI,EL FORTIN,Cooperativa El Fortín de la Flor,
1048,TARQUI,SOCIO VIVIENDA,Urbanización Socio Vivienda,
1047,TARQUI,LA FLORIDA,Cooperativa Guerreros del Fortín I,
1046,TARQUI,LA FLORIDA,Colinas de la Florida II,
1045,TARQUI,LA FLORIDA,Cooperativa el Mirador,
1044,TARQUI,LA FLORIDA,Colinas de la Florida,
1043,TARQUI,SOCIO VIVIENDA,Socio Vivienda,
1042,TARQUI,MONTE SINAI,Sergio Toral I,
1041,TARQUI,PARAISO DE LA FLOR,Voluntad de Dios,
1040,TARQUI,TRINIDAD DE DIOS,Cooperativa Trinidad de Dios,
1039,TARQUI,MONTE SINAI,Hogar de Cristo,
1038,TARQUI,MONTE SINAI,Cooperativa Monte Sinaí,
1037,TARQUI,MONTE SINAI,Sergio Toral II,
1036,TARQUI,MONTE SINAI,La Planada,
1035,TARQUI,MONTE SINAI,El Cordón,
1034,TARQUI,MONTE SINAI,La Carolina,
1033,LETAMENDI,PARROQUIA LETAMENDI,Barrio Lindo,
1032,LETAMENDI,PARROQUIA LETAMENDI,Ciudadela La Chala,
1031,FEBRES CORDERO,ABEL GILBERT,Abel Gilbert,
1030,FEBRES CORDERO,ESTERO SALADO,Santa Teresita,
1029,FEBRES CORDERO,BATALLON DEL SUBURBIO,Batallón del Suburbio,
1028,FEBRES CORDERO,ESTERO SALADO,Estero Salado,
1027,FEBRES CORDERO,PUERTO LISA,El Cisne,
1026,FEBRES CORDERO,ESTERO SALADO,Fé Y Alegría,
1025,FEBRES CORDERO,BATALLON DEL SUBURBIO,San Francisco de Asís,
1024,FEBRES CORDERO,BATALLON DEL SUBURBIO,Alcance del Suburbio,
1023,FEBRES CORDERO,MIRAFLORES,28 de mayo,
1021,FEBRES CORDERO,BATALLON DEL SUBURBIO,Plan Piloto,
1020,FEBRES CORDERO,BATALLON DEL SUBURBIO,La Buena Esperanza,
1019,FEBRES CORDERO,BATALLON DEL SUBURBIO,José Joaquín de Olmedo,
1018,FEBRES CORDERO,BATALLON DEL SUBURBIO,La Unión,
1017,FEBRES CORDERO,BATALLON DEL SUBURBIO,Independencia,
1016,FEBRES CORDERO,BATALLON DEL SUBURBIO,4 Aces,
1015,FEBRES CORDERO,PUERTO LISA,El Cisne,
1014,FEBRES CORDERO,PUERTO LISA,Puerto Lisa,
1013,FEBRES CORDERO,PUERTO LISA,El Cisne 2,
1011,TARQUI,PUERTO SANTA ANA,Puerto Santa Ana,
1010,TARQUI,LAS PEÑAS,Las Peñas,
1009,TARQUI,CERRO DEL CARMEN,Cerro del Carmen,
1008,TARQUI,FAE,La Victoria,
1007,ROCAFUERTE,ROCAFUERTE,Bahía,
1006,OLMEDO,PARROQUIA OLMEDO,Barrio del Astillero,
1005,URDANETA,PARROQUIA URDANETA,Barrio Garay,
1004,FEBRES CORDERO,PUERTO LISA,Barrio Puerto Lisa,
1003,GARCIA MORENO,PARROQUIA GARCIA MORENO,Cristo del Consuelo,
1002,XIMENA,XIMENA,18 de agosto,
1001,LETAMENDI,PARROQUIA LETAMENDI,Assad Bucaram,
1000,LETAMENDI,PARROQUIA LETAMENDI,Jaime Toral Salamea,
999,TARQUI,URDESA,Cooperativa Paz y Amor,
998,TARQUI,URDESA,Bosques del Salado,
997,TARQUI,URDENOR,Urdenor,
996,TARQUI,URDESA,Urbanor,
995,TARQUI,URDESA,Urdesa Norte,
994,TARQUI,URDESA,Lomas de Urdesa,
993,TARQUI,URDESA,Urdesa,
992,TARQUI,GARZOTA,Garzota 2,
991,TARQUI,GARZOTA,Garzota 1,
990,TARQUI,SIMON BOLIVAR,Ciudadela Vernaza Norte,
989,TARQUI,FAE,Fuerza Aérea Ecuatoriana,
988,TARQUI,ATARAZANA,Atarazana,
987,TARQUI,FAE,Ciudadela La FAE,
986,TARQUI,ALBORADA,ALBONOR,
985,TARQUI,ALBORADA,ALBORADA XI,
984,TARQUI,ALBORADA,ALBORADA IX,
983,TARQUI,ALBORADA,ALBORADA XII,
982,TARQUI,ALBORADA,ALBORADA V,
981,TARQUI,SAUCES,SAUCES I,
980,TARQUI,ALBORADA,ALBORADA  IV ETAPA,
979,TARQUI,ALBORADA,ALBORADA VII ETAPA,
978,TARQUI,ALBORADA,ALBORADA VIII ETAPA,
977,TARQUI,ALBORADA,ALBORADA II ETAPA,
976,TARQUI,KENNEDY NUEVA,Ciudadela Modelo,
975,TARQUI,KENNEDY NORTE,Ciudadela Guayaquil,
974,TARQUI,KENNEDY NORTE,Zona Industrial,
973,TARQUI,KENNEDY NUEVA,Nueva Kenedy,
972,TARQUI,KENNEDY NORTE,Kennedy Norte,
971,TARQUI,SAUCES,SAUCES VI,
970,TARQUI,BRISAS DEL NORTE,BRISAS DEL NORTE,
969,TARQUI,SAUCES,SAUCES  IV,
968,TARQUI,SAUCES,SAUCES  III,
967,TARQUI,LIMONAL,Ciudadela LIMONAL DEL RIO,
966,TARQUI,ACUARELA,ACUARELA DEL RIO,
965,TARQUI,SAUCES,SAUCES  IX,
964,TARQUI,SAUCES,SAUCES VII,
963,TARQUI,SAUCES,SAUCES II,
962,TARQUI,SAMANES,Santa Inés,
961,TARQUI,SAMANES,SAMANES V,
960,TARQUI,SAMANES,SAMANES IV,
959,TARQUI,SAMANES,SAMANES  VI,
958,TARQUI,SAMANES,SAMANES II,
957,TARQUI,SAMANES,SAMANES I,
956,TARQUI,SAMANES,SAMANES III,
955,TARQUI,GUAYACANES,GUAYACANES,
954,TARQUI,CEIBOS,Urbanización Los Parques,
953,TARQUI,CEIBOS,Urbanización Los Cedros,
952,TARQUI,CEIBOS,Los Ceibos,
951,TARQUI,CEIBOS,Colinas de los Ceibos,
950,TARQUI,CEIBOS,Urbanización Las Cumbres,
949,CHONGON,VALLE ALTO,Urbanización Valle Alto,
948,CHONGON,COSTA REAL,Urbanización Costa Real,
947,CHONGON,ARCADIA,Urbanización Arcadia,
946,CHONGON,URBANIZACION VIA AL SOL,Urbanización Vía al Sol,
945,DURAN,DURAN,Valencia,
944,CHONGON,TERRANOSTRA,Urbanización Terra Nostra,
943,CHONGON,TERRANOSTRA,Lérida,
942,CHONGON,PUNTA ESMERALDA,Urbanización Punta Esmeraldas,
941,CHONGON,PORTOFINO,Ciudadela Portofino,
940,CHONGON,URBANIZACION PORTOVITA,Urbanización Portovita,
939,CHONGON,CASA CLUB,Urbanización Casa Club,
938,CHONGON,PORTAL AL SOL,Urbanización Portal al Sol,
937,CHONGON,TORRES DEL SALADO,Urbanización Torres del Salado,
936,CHONGON,BOSQUES DE LA COSTA,Bosques de la Costa,
935,CHONGON,PUERTO AZUL,Urbanización Puerto Azul,
934,CHONGON,CHONGON,Chongoncito,
933,CHONGON,CHONGON,Chongón,
932,CHONGON,CHONGON,San Jerónimo,
930,OTROS,OTRO,recinto,
929,OTROS,OTRO,rcto,
928,OTROS,OTRO,canton,
927,TARQUI,METROPOLIS 2,metropolis,
926,TARQUI,BASTION POPULAR,bastion pop,
925,TARQUI,FLOR DE BASTION,flor bastion,
924,TARQUI,BASTION POPULAR,bastion chiquito,
923,TARQUI,FLOR DE BASTION,flor del bastion,
922,XIMENA,XIMENA,claveles,
921,DAULE,DAULE,daule,
920,SAMBORONDON,MATICES,matices,
919,XIMENA,LUZ DEL GUAYAS,covien,
918,XIMENA,GUASMO NORTE,nueva grana,
917,TARQUI,KENNEDY NUEVA,nueva kennedy,
916,TARQUI,BELLAVISTA,nueva esperanza,
915,TARQUI,LA FLORIDA,nueva frontera,
914,XIMENA,GUASMO SUR,martha roldos,
913,XIMENA,GUASMO OESTE,santa martha,
912,PLAYAS,PLAYAS,playas,
911,DURAN,DURAN,orama gonzalez,
910,CHONGON,PUERTO AZUL,puertas del sol,
909,FEBRES CORDERO,ABEL GILBERT,monseor,
908,XIMENA,LAS VALDIVIAS,monica,
906,XIMENA,GUASMO NORTE,nuevo horizonte,
905,TARQUI,GARZOTA,cdla ietel,
904,XIMENA,GUASMO OESTE,venecia,
903,TARQUI,CEIBOS,santa cecilia,
902,DAULE,VILLAS DEL REY,villas del rey,
901,TARQUI,SIMON BOLIVAR,adace,
899,XIMENA,GUASMO NORTE,1ero de marzo,
897,TARQUI,JUAN MONTALVO,julio cartagena,
896,TARQUI,GARZOTA,ietel,
894,SAMBORONDON,SAMBORONDON,samborondon,
893,FEBRES CORDERO,ISLA TRINITARIA,nelson mandela,
892,LETAMENDI,PARROQUIA LETAMENDI,camilo destruje,
891,XIMENA,GUASMO OESTE,santiagito roldos,
890,XIMENA,GUASMO OESTE,stgto roldos,
889,XIMENA,GUASMO OESTE,santgto roldos,
888,XIMENA,GUASMO OESTE,sguito roldos,
887,XIMENA,GUASMO OESTE,santgto roldos,
886,CHONGON,VALLE ALTO,valle alto,
885,TARQUI,HUANCAVILCA,estrella del mar,
884,FEBRES CORDERO,ISLA TRINITARIA,trinitaria,
882,XIMENA,LUZ DEL GUAYAS,comandante,
881,TARQUI,EL FORTIN,coop fortin,
880,TARQUI,BELLAVISTA,paraiso,
878,FEBRES CORDERO,ISLA TRINITARIA,antonio neumabe,
877,URDANETA,PARROQUIA URDANETA,san martin,
876,TARQUI,LA FLORIDA,fco jacome,
875,URDANETA,PARROQUIA URDANETA,calicuchima,
873,XIMENA,GUASMO NORTE,granada,
870,XIMENA,LA UNION,union bananeros,
869,BOLIVAR,PARROQUIA BOLIVAR,lorenzo de garaicoa,
868,FEBRES CORDERO,ISLA TRINITARIA,vencer o morir,
867,LETAMENDI,PARROQUIA LETAMENDI,lizardo garzia,
866,LETAMENDI,PARROQUIA LETAMENDI,garcia goyena,
864,SALITRE,SALITRE,salitre,
863,DAULE,DAULE,aurora,
862,TARQUI,BELLAVISTA,5 de junio,
861,POSORJA,POSORJA,posorja,
860,XIMENA,FLORESTA,perla sur,
859,TARQUI,LA PERLA,la perla,
857,LETAMENDI,PARROQUIA LETAMENDI,leonidas plaza,
856,DURAN,DURAN,duran,
855,XIMENA,LA UNION,union bananeros,
854,XIMENA,LA UNION,u. bananeros,
853,XIMENA,GUASMO OESTE,sta. monica,
851,XIMENA,ISLA TRINITARIA,12 de octubre,
850,XIMENA ,SANDINO,estrella de octubre,
848,XIMENA,SANDINO,las palmeras,
847,XIMENA,LA UNION,proletaria sin tierra,
846,XIMENA,LAS TEJAS,seremos los primeros,
845,FEBRES CORDERO,ISLA TRINITARIA,nueva ecuador,
843,DAULE,VILLA CLUB,villa club,
842,TARQUI,RIVERAS DEL RIO,cipreces,
841,OTROS,GUASMO OESTE,guevara,
840,XIMENA,GUASMO NORTE,hogar para pobres,
838,XIMENA,7 LAGOS,siete lag,
837,XIMENA,GUASMO OESTE,s roldos,
836,XIMENA,GUASMO OESTE,sgto roldos,
835,LETAMENDI,PARROQUIA LETAMENDI,carlos guevara,
834,XIMENA,GUASMO OESTE,santiguito de roldos,
833,XIMENA,GUASMO OESTE,stgo roldos,
832,XIMENA,GUASMO OESTE,stguito roldos,
831,TARQUI,LA FLORIDA,francisco jacome,
830,XIMENA,LUZ DEL GUAYAS,jacobo b.,
9997,XIMENA,LUZ DEL GUAYAS,maestro,
828,TARQUI,MONTE SINAI,monte sinay,
827,FEBRES CORDERO,ABEL GILBERT,rosendo aviles,
826,DURAN,DURAN,Primavera,
825,DURAN,DURAN,Primavera i,
824,DURAN,DURAN,Primavera ii,
823,DURAN,DURAN,Primavera 2,
822,DURAN,DURAN,Primavera 1,
821,TARQUI,BALERIO ESTACIO,Balerio estacio,
820,XIMENA,BATALLON DEL SUBURBIO,7 de septiembre,
819,XIMENA,SANDINO,Sandino,
818,TARQUI,URDESA,Acasias,
817,URDANETA,PARROQUIA URDANETA,Cdla maldonado,
815,DAULE,VILLAS DEL REY,Villa del rey,
814,TARQUI,MONTE SINAI,Sergio toral,
813,XIMENA,LUZ DEL GUAYAS,Esmeralda libre,
812,XIMENA,LUZ DEL GUAYAS,Esmeralda chiquita,
811,TARQUI,SAN EDUARDO,san eduardo,
810,DAULE,DAULE,via daule,
809,CHONGON,CHONGON,via a la costa,
808,XIMENA,TULIPANES,Tulipanes,
807,XIMENA,GUASMO NORTE,Vergeles,
806,TARQUI,JUAN MONTALVO,Cdla la alegria,
805,XIMENA,LA UNION,Union de bananero,
804,XIMENA,GUASMO OESTE,sta monica,
803,XIMENA,SANDINO,derecho de los pobres,
802,FEBRES CORDERO,ISLA TRINITARIA,fuerza de los pobres,
801,XIMENA,GUASMO NORTE,hogar los pobres,
800,XIMENA,GUASMO NORTE,coop carlos castro,
799,XIMENA,GUASMO OESTE,fertiza,
798,XIMENA,LOS ESTEROS,Sopea,
7981,XIMENA,LOS ESTEROS,Sopeña,
797,XIMENA,LA UNION,coop proletario,
796,TARQUI,BASTION POPULAR,bastion popular,
795,XIMENA,LA UNION,Coop u de bananeros,
794,XIMENA,LUZ DEL GUAYAS,Coop Esmeralda Chiquito,
793,XIMENA,LUZ DEL GUAYAS,Coop Esmeraldas Chiquito,
792,XIMENA,LA UNION,Coop u bananera,
791,XIMENA,LA UNION,Coop Union de bananeros,
790,XIMENA,GUASMO OESTE,Coop Santiago,
789,XIMENA,GUASMO OESTE,Coop Santiaguito,
788,XIMENA,GUASMO SUR,Coop mariuxi,
787,TARQUI,LAS PEÑAS,Cerro Santa ana,
786,TARQUI,LAS PEÑAS,Cerro santana,
785,TARQUI,LA FLORIDA,Recreo,
784,XIMENA,GUASMO OESTE,Esteros,
783,DAULE,LA JOYA,La joya,
782,XIMENA,URBANIZACION LA SAIBA,Saiba,
781,XIMENA,PRADERA 1,Pradera,
780,XIMENA,FLORESTA,Floresta,
779,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 7,
778,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 6 Urb. Villa España Etapa Toledo,
777,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 5 Urb. Villa España Etapa Madrid,
776,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 4 Urb. Villa España Etapa Valencia,
775,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 3 Urb. Villa España Etapa Malaga,
774,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 2 Urb. Villa España Etapa Barcelona,
773,TARQUI,MUCHO LOTE,Urb.Mucho Lote Etapa 1,
772,OTROS,VILLA BONITA,Urb. Villa Bonita,
771,TARQUI,MUCHO LOTE 2,Urb. Victoria del Rio,
770,TARQUI,VERANDA,Urb. Veranda,
769,TARQUI,SANTA BEATRIZ,Urb. Sta. Beatriz,
768,TARQUI,CEIBOS,Urb. Sta Cecilia,
7681,TARQUI,CEIBOS,Santa Cecilia,
767,TARQUI,SOCIO VIVIENDA,Urb. Socio Vivienda 3,
766,TARQUI,SOCIO VIVIENDA,Urb. Socio Vivienda 2,
765,TARQUI,SOCIO VIVIENDA,Urb. Socio Vivienda 1,
764,TARQUI,SAN FELIPE,Urb. San Felipe,
763,TARQUI,SAN FELIPE,Urb. Saint Gallen,
762,CHONGON,PUERTO AZUL,Urb. Puerto Azul,
761,CHONGON,PUERTO AZUL,Urb. Puerta del sol,
760,TARQUI,SAMANES,Urb. Polaris,
759,XIMENA,FLORESTA 2,Urb. Piso Techo,
758,TARQUI,FAE,Urb. Pedro Menendez,
757,TARQUI,CEIBOS,Urb. Olimpus,
756,TARQUI,CEIBOS,Urb. Olimpus,
755,TARQUI,MONTEBELLO,Urb. Montebello,
754,TARQUI,SAN FELIPE,Urb. Mirador del Norte,
753,SALITRE,SALITRE,Urb. Milan,
752,TARQUI,MUCHO LOTE 2,Urb. Mi Lote II,
751,TARQUI,METROPOLIS 2,Urb. Metrópolis II,
750,TARQUI,METROPOLIS 2,Urb. Metropolis 2,
749,TARQUI,METROPOLIS 1,Urb. Metropolis 1,
748,TARQUI,MAPASINGUE,Urb. Mapasingue Este Cop. Luz de America,
747,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop. Las Rocas,
746,TARQUI,PROSPERINA,Urb. Mapasingue Este Coop. 9 de Enero,
745,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop. 27 de Enero,
744,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop. 26 de Febrero,
743,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop. 24 de Octubre,
742,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop. 1 de Mayo,
741,TARQUI,MAPASINGUE,Urb. Mapasingue Este Coop El Condor,
740,TARQUI,MAPASINGUE,Urb. Mapasingue Este Cdla los Cerros,
739,TARQUI,SAUCES,Urb. Sauces 9,
738,TARQUI,SAUCES,Urb. Sauces 8,
737,TARQUI,SAUCES,Urb. Sauces 7,
736,TARQUI,SAUCES,Urb. Sauces 6,
735,TARQUI,SAUCES,Urb. Sauces 5,
734,TARQUI,SAUCES,Urb. Sauces 4,
733,TARQUI,SAUCES,Urb. Sauces 3,
732,TARQUI,SAUCES,Urb. Sauces 2,
731,TARQUI,SAUCES,Urb. Sauces 1,
730,TARQUI,SAN EDUARDO,Urb. Los Jardines,
729,TARQUI,CIUDADELA LOS ALAMOS,Urb. Los Álamos,
728,TARQUI,URDESA,Urb. Lomas de Urdesa,
727,DAULE,LAGO CAPEIRA,Urb. Lago Capeira,
726,DAULE,LA JOYA,Urb. La Joya. Etapa Zafiro,
725,DAULE,LA JOYA,Urb. La Joya. Etapa Platino,
724,DAULE,LA JOYA,Urb. La Joya. Etapa Opalo,
723,DAULE,LA JOYA,Urb. La Joya. Etapa Murano,
722,DAULE,LA JOYA,Urb. La Joya. Etapa Gema,
721,DAULE,LA JOYA,Urb. La Joya. Etapa Brillante,
720,DAULE,LA JOYA,Urb. La Joya. Etapa Ambar,
719,TARQUI,LA FLORIDA,Urb. La Florida,
717,TARQUI,KENNEDY NORTE,Urb. La Cima,
716,TARQUI,MUCHO LOTE 2,Urb. Jardines del Rio,
715,TARQUI,MAPASINGUE,Urb. Jaime Pólit,
714,TARQUI,MAPASINGUE,Urb. El Prado,
713,TARQUI,CIUDADELA EL CARACOL,Urb. El Caracol,
712,TARQUI,FLOR DE BASTION,Urb. Eco City,
711,TARQUI,FLOR DE BASTION,Urb. Cumbres del Sol,
710,TARQUI,URDENOR,Urb. Colinas de Urdenor,
709,TARQUI,CEIBOS,Urb. Colinas de los Ceibos,
708,TARQUI,INDUSTRIAL INMACONSA,Urb. Colinas al Sol,
707,TARQUI,INDUSTRIAL INMACONSA,Urb. Colinas al Norte,
706,TARQUI,FLOR DE BASTION,Urb. Ciudad Victoria,
705,CHONGON,CHONGON,Urb. Ciudad Olimpo,
704,TARQUI,VERANDA,Urb. Ciudad del Rio,
703,TARQUI,HUANCAVILCA,Urb. Ciudad del Norte,
700,TARQUI,URDESA,Urb. Ciudad Colón,
697,TARQUI,ATARAZANA,Urb. Buena Esperanza,
696,TARQUI,ACUARELA,Urb. Brisas del Rio,
695,SALITRE,SALITRE,Urb. Brisas del Norte,
693,TARQUI,URDESA,Urb. Bosques del Salado,
692,TARQUI,PASCUALES,Urb. Beta Mercdes Molina,
691,TARQUI,EL FORTIN,Urb. Bella Visión,
690,TARQUI,CEIBOS,Urb. Anexo A Colinas de los Ceibos,
689,TARQUI,ACUARELA,Urb. Acuarela del Rio,
688,TARQUI,SAN FELIPE,Urb. Santorini,
687,DAULE,VILLA CLUB,Urb Villa Club. Etapa Jupiter,
686,DAULE,VILLA CLUB,Urb Villa Club. Etapa Hermes,
685,DAULE,VILLA CLUB,Urb Villa Club. Etapa Floral,
684,DAULE,VILLA CLUB,Urb Villa Club. Etapa Estelar,
683,DAULE,VILLA CLUB,Urb Villa Club. Etapa Doral,
682,DAULE,VILLA CLUB,Urb Villa Club. Etapa Aura,
681,CHONGON,TERRANOSTRA,Urb Terranostra,
680,TARQUI,SAMANES,Urb los Samanes Etapa 7,
679,TARQUI,SAMANES,Urb los Samanes Etapa 6,
678,TARQUI,SAMANES,Urb los Samanes Etapa 5,
677,TARQUI,SAMANES,Urb los Samanes Etapa 4,
676,TARQUI,SAMANES,Urb los Samanes Etapa 3,
675,TARQUI,SAMANES,Urb los Samanes Etapa 2,
674,TARQUI,SAMANES,Urb los Samanes Etapa 1,
673,TARQUI,LA FLORIDA,Urb Florida Norte,
672,TARQUI,SANTA BEATRIZ,Terrenos Particulares (Prosperina),
671,XIMENA,LOS ESTEROS,coop. 25 de Julio,
670,TARQUI,PASCUALES,Precop. 3 de Diciembre,
